ID,Name,Age,Salary,City,Experience_Years
760,User_760,35,21393,Nagpur,4
761,User_761,26,33233,Delhi,10
762,User_762,55,24483,Mumbai,13
763,User_763,36,86367,Nagpur,13
764,User_764,47,34181,Mumbai,7
765,User_765,55,56964,Pune,11
766,User_766,33,60230,Pune,8
767,User_767,34,88469,Delhi,9
768,User_768,56,63837,Bangalore,8
769,User_769,59,17227,Nagpur,5
770,User_770,59,33801,Delhi,0
771,User_771,38,76196,Mumbai,8
772,User_772,21,98151,Nagpur,14
773,User_773,31,92261,Delhi,6
774,User_774,27,52467,Pune,0
775,User_775,21,25614,Bangalore,13
776,User_776,31,66508,Nagpur,6
777,User_777,45,41764,Pune,9
778,User_778,21,83676,Delhi,0
779,User_779,54,65438,Mumbai,6
780,User_780,23,46611,Nagpur,2
781,User_781,25,81903,Delhi,6
782,User_782,18,16387,Bangalore,10
783,User_783,58,23315,Bangalore,4
784,User_784,50,37431,Delhi,10
785,User_785,42,32772,Bangalore,11
786,User_786,19,69063,Delhi,5
787,User_787,30,85344,Nagpur,2
788,User_788,18,40106,Pune,0
789,User_789,42,77799,Nagpur,13
790,User_790,58,77205,Nagpur,0
791,User_791,28,76408,Bangalore,14
792,User_792,42,90041,Delhi,0
793,User_793,55,18865,Pune,5
794,User_794,47,83539,Delhi,3
795,User_795,19,91889,Pune,9
796,User_796,26,46955,Pune,9
797,User_797,56,31327,Bangalore,7
798,User_798,23,85940,Pune,14
799,User_799,45,80340,Delhi,0
800,User_800,25,31765,Pune,13
801,User_801,23,42259,Mumbai,9
802,User_802,41,63331,Pune,13
803,User_803,43,57434,Delhi,4
804,User_804,38,60961,Nagpur,2
805,User_805,23,30282,Delhi,0
806,User_806,31,91537,Pune,11
807,User_807,54,39597,Mumbai,10
808,User_808,22,57436,Delhi,12
809,User_809,34,42312,Mumbai,7
810,User_810,44,65551,Nagpur,8
811,User_811,18,94501,Bangalore,6
812,User_812,53,88437,Delhi,2
813,User_813,49,22098,Bangalore,3
814,User_814,39,40779,Pune,2
815,User_815,24,76461,Delhi,13
816,User_816,56,41897,Bangalore,1
817,User_817,24,26007,Bangalore,4
818,User_818,48,22903,Mumbai,12
819,User_819,31,46546,Pune,9
820,User_820,57,85028,Bangalore,5
821,User_821,28,32953,Bangalore,9
822,User_822,35,88846,Nagpur,11
823,User_823,19,76914,Bangalore,14
824,User_824,55,68306,Mumbai,0
825,User_825,44,26946,Bangalore,11
826,User_826,33,34081,Nagpur,4
827,User_827,50,40235,Bangalore,7
828,User_828,48,36850,Delhi,8
829,User_829,24,88543,Delhi,5
830,User_830,20,70260,Pune,14
831,User_831,22,59368,Bangalore,9
832,User_832,31,29547,Bangalore,6
833,User_833,50,95321,Bangalore,1
834,User_834,19,40579,Pune,0
835,User_835,24,74842,Delhi,13
836,User_836,57,37049,Delhi,2
837,User_837,47,87145,Delhi,5
838,User_838,20,44220,Bangalore,3
839,User_839,52,37303,Bangalore,8
840,User_840,32,79093,Delhi,13
841,User_841,40,77857,Bangalore,8
842,User_842,29,75328,Nagpur,5
843,User_843,35,32641,Bangalore,2
844,User_844,29,40097,Delhi,13
845,User_845,48,90238,Pune,8
846,User_846,33,88435,Nagpur,13
847,User_847,49,65304,Pune,7
848,User_848,48,36932,Delhi,5
849,User_849,53,44165,Bangalore,11
850,User_850,40,65161,Pune,12
851,User_851,23,79645,Delhi,1
852,User_852,31,90665,Nagpur,13
853,User_853,51,44861,Mumbai,1
854,User_854,39,57215,Mumbai,14
855,User_855,51,98789,Mumbai,4
856,User_856,23,72441,Bangalore,10
857,User_857,51,41653,Mumbai,6
858,User_858,22,88508,Nagpur,14
859,User_859,38,33450,Bangalore,7
860,User_860,40,49597,Delhi,12
861,User_861,51,76677,Bangalore,10
862,User_862,47,37530,Pune,11
863,User_863,59,59263,Mumbai,13
864,User_864,48,69539,Nagpur,3
865,User_865,56,92228,Bangalore,13
866,User_866,47,17524,Nagpur,11
867,User_867,40,91993,Bangalore,8
868,User_868,24,70904,Nagpur,8
869,User_869,57,26295,Bangalore,12
870,User_870,54,43309,Bangalore,9
871,User_871,29,17081,Mumbai,11
872,User_872,28,93714,Pune,13
873,User_873,30,68763,Delhi,5
874,User_874,20,40874,Delhi,10
875,User_875,25,26804,Delhi,14
876,User_876,33,66719,Delhi,1
877,User_877,47,65427,Mumbai,1
878,User_878,57,41972,Delhi,13
879,User_879,52,96946,Delhi,7
880,User_880,56,99279,Pune,0
881,User_881,47,60785,Pune,7
882,User_882,56,77539,Nagpur,3
883,User_883,58,22681,Bangalore,7
884,User_884,31,96569,Nagpur,10
885,User_885,25,46861,Pune,13
886,User_886,18,82843,Pune,7
887,User_887,54,94113,Pune,8
888,User_888,42,43488,Pune,5
889,User_889,42,81826,Pune,5
890,User_890,25,28959,Pune,9
891,User_891,24,69417,Delhi,14
892,User_892,24,98966,Mumbai,2
893,User_893,39,34325,Bangalore,9
894,User_894,44,22792,Bangalore,2
895,User_895,24,87391,Mumbai,11
896,User_896,20,44717,Pune,14
897,User_897,33,45017,Pune,9
898,User_898,40,63818,Nagpur,2
899,User_899,21,85072,Nagpur,13
900,User_900,49,40338,Bangalore,0
901,User_901,51,31608,Delhi,12
902,User_902,31,64474,Delhi,4
903,User_903,27,58397,Nagpur,9
904,User_904,26,38907,Delhi,0
905,User_905,46,35540,Mumbai,4
906,User_906,49,70127,Mumbai,4
907,User_907,48,51734,Delhi,7
908,User_908,30,82787,Mumbai,9
909,User_909,42,16320,Mumbai,13
910,User_910,48,68836,Delhi,5
911,User_911,39,32443,Bangalore,3
912,User_912,24,78346,Pune,14
913,User_913,58,93530,Mumbai,6
914,User_914,30,37191,Mumbai,4
915,User_915,55,85157,Delhi,0
916,User_916,56,44830,Bangalore,3
917,User_917,50,93816,Nagpur,10
918,User_918,38,24681,Nagpur,4
919,User_919,55,83076,Mumbai,1
920,User_920,41,22643,Bangalore,6
921,User_921,51,29588,Pune,14
922,User_922,52,92279,Bangalore,2
923,User_923,34,77353,Delhi,7
924,User_924,41,47266,Delhi,4
925,User_925,55,95169,Bangalore,6
926,User_926,34,27822,Bangalore,11
927,User_927,56,47340,Delhi,10
928,User_928,58,25349,Pune,2
929,User_929,40,73067,Nagpur,14
930,User_930,36,79012,Nagpur,7
931,User_931,50,84778,Delhi,8
932,User_932,51,47843,Delhi,14
933,User_933,34,62664,Bangalore,8
934,User_934,48,55092,Nagpur,4
935,User_935,56,20970,Nagpur,2
936,User_936,59,87639,Bangalore,3
937,User_937,43,82442,Bangalore,9
938,User_938,47,50845,Mumbai,14
939,User_939,35,20156,Pune,3
940,User_940,21,83060,Nagpur,5
941,User_941,30,17173,Mumbai,11
942,User_942,46,74157,Mumbai,5
943,User_943,38,48342,Bangalore,2
944,User_944,35,58128,Delhi,9
945,User_945,37,80339,Delhi,6
946,User_946,32,52848,Pune,8
947,User_947,51,86352,Pune,11
948,User_948,21,74393,Delhi,10
949,User_949,51,75556,Nagpur,7
950,User_950,34,66258,Delhi,7
951,User_951,34,63086,Nagpur,11
952,User_952,25,53817,Nagpur,11
953,User_953,57,94426,Delhi,4
954,User_954,26,80447,Bangalore,0
955,User_955,38,63064,Delhi,4
956,User_956,33,28976,Delhi,7
957,User_957,57,53415,Mumbai,14
958,User_958,22,90999,Pune,14
959,User_959,24,45802,Delhi,13
960,User_960,23,31842,Pune,4
961,User_961,51,15858,Delhi,13
962,User_962,56,51102,Bangalore,12
963,User_963,33,24878,Delhi,10
964,User_964,44,15889,Nagpur,13
965,User_965,46,84470,Pune,10
966,User_966,39,88360,Bangalore,5
967,User_967,27,78681,Pune,1
968,User_968,42,89001,Mumbai,0
969,User_969,52,66931,Delhi,2
970,User_970,25,58727,Mumbai,9
971,User_971,32,40233,Bangalore,8
972,User_972,35,98498,Nagpur,8
973,User_973,45,74089,Nagpur,6
974,User_974,37,34782,Mumbai,13
975,User_975,51,17340,Pune,11
976,User_976,53,88429,Nagpur,6
977,User_977,26,92611,Delhi,13
978,User_978,50,39050,Mumbai,0
979,User_979,49,45684,Nagpur,9
980,User_980,21,16513,Pune,10
981,User_981,36,76473,Bangalore,11
982,User_982,40,59432,Nagpur,5
983,User_983,29,63608,Nagpur,3
984,User_984,36,84240,Bangalore,5
985,User_985,29,91084,Bangalore,2
986,User_986,49,34702,Nagpur,14
987,User_987,19,30397,Delhi,14
988,User_988,20,35699,Mumbai,2
989,User_989,18,35268,Delhi,0
990,User_990,34,63003,Nagpur,7
991,User_991,56,47331,Mumbai,4
992,User_992,27,22873,Delhi,8
993,User_993,27,63712,Pune,3
994,User_994,31,31524,Delhi,8
995,User_995,25,73033,Bangalore,10
996,User_996,20,31788,Pune,4
997,User_997,51,46430,Delhi,14
998,User_998,44,95143,Bangalore,7
999,User_999,24,44956,Mumbai,8
1000,User_1000,49,35710,Nagpur,12
